sourcePort,destinationPort,protocolName,IPgeo,IP Region,deviceId,event_category,categoryDescription,eventDescription,relevance,credibility,severity,magnitude,Event_DateTime,eventCount,IP
54284,443,tcp_ip,United States,R1,31410,4002,Firewall Permit,Session was allowed by policy,10,10,0,6,"Mar 14, 2019, 8:26:54 PM",1,10.131.0.1
54280,443,tcp_ip,United States,R1,31410,4002,Firewall Permit,Session was allowed by policy,10,10,0,6,"Mar 14, 2019, 8:26:54 PM",1,10.131.0.1
54279,443,tcp_ip,United States,R1,31410,4002,Firewall Permit,Session was allowed by policy,10,10,0,6,"Mar 14, 2019, 8:26:47 PM",1,10.129.2.1
54043,443,tcp_ip,United States,R1,31410,4002,Firewall Permit,Session was allowed by policy,10,10,0,6,"Mar 14, 2019, 8:26:45 PM",1,10.129.2.1
53824,53,udp_ip,United States,R1,507,4002,Firewall Permit,Session was allowed by policy,10,10,0,6,"Mar 14, 2019, 8:26:54 PM",1,10.129.2.1
53766,443,tcp_ip,United States,R1,31410,4002,Firewall Permit,Session was allowed by policy,10,10,0,6,"Mar 14, 2019, 8:26:54 PM",1,10.131.2.1
53739,443,tcp_ip,United States,R1,31410,4002,Firewall Permit,Session was allowed by policy,10,10,0,6,"Mar 14, 2019, 8:26:45 PM",1,10.131.2.1
53687,443,tcp_ip,United States,R1,31410,4002,Firewall Permit,Session was allowed by policy,10,10,0,6,"Mar 14, 2019, 8:26:54 PM",1,10.131.2.1
53669,443,tcp_ip,United States,R1,31410,4002,Firewall Permit,Session was allowed by policy,10,10,0,6,"Mar 14, 2019, 8:26:54 PM",1,10.131.2.1
53579,443,tcp_ip,United States,R1,31410,4002,Firewall Permit,Session was allowed by policy,10,10,0,6,"Mar 14, 2019, 8:26:54 PM",1,10.131.2.1
53473,443,tcp_ip,United States,R1,31410,4002,Firewall Permit,Session was allowed by policy,10,10,0,6,"Mar 14, 2019, 8:26:54 PM",1,10.130.2.1
53354,443,tcp_ip,United States,R1,31410,4002,Firewall Permit,Session was allowed by policy,10,10,0,6,"Mar 14, 2019, 8:26:54 PM",1,10.130.2.1
53289,443,tcp_ip,United States,R1,507,4002,Firewall Permit,Session was allowed by policy,10,10,0,6,"Mar 14, 2019, 8:26:46 PM",1,10.129.2.1
53260,443,tcp_ip,United States,R1,31410,4002,Firewall Permit,Session was allowed by policy,10,10,0,6,"Mar 14, 2019, 8:26:45 PM",1,10.129.2.1
53259,443,tcp_ip,United States,R1,31410,4002,Firewall Permit,Session was allowed by policy,10,10,0,6,"Mar 14, 2019, 8:26:45 PM",1,10.129.2.1
53140,443,tcp_ip,United States,R1,31410,4002,Firewall Permit,Session was allowed by policy,10,10,0,6,"Mar 14, 2019, 8:26:54 PM",1,10.129.2.1
53099,53,udp_ip,United States,R1,31410,4002,Firewall Permit,Session was allowed by policy,10,10,0,6,"Mar 14, 2019, 8:26:50 PM",1,10.128.2.1
53058,443,tcp_ip,United States,R1,507,4002,Firewall Permit,Session was allowed by policy,10,10,0,6,"Mar 14, 2019, 8:26:53 PM",1,10.128.2.1
52998,443,tcp_ip,United States,R1,31410,4002,Firewall Permit,Session was allowed by policy,10,10,0,6,"Mar 14, 2019, 8:26:45 PM",1,10.131.0.1
52992,443,tcp_ip,United States,R1,31410,4002,Firewall Permit,Session was allowed by policy,10,10,0,6,"Mar 14, 2019, 8:26:45 PM",1,10.131.0.1
52872,443,tcp_ip,United States,R1,31410,4002,Firewall Permit,Session was allowed by policy,10,10,0,6,"Mar 14, 2019, 8:26:45 PM",1,10.131.0.1
52730,443,tcp_ip,United States,R1,31410,4002,Firewall Permit,Session was allowed by policy,10,10,0,6,"Mar 14, 2019, 8:26:45 PM",1,10.129.2.1
52455,443,tcp_ip,United States,R1,31410,4002,Firewall Permit,Session was allowed by policy,10,10,0,6,"Mar 14, 2019, 8:26:45 PM",1,10.129.2.1
52302,443,tcp_ip,United States,R1,507,4002,Firewall Permit,Session was allowed by policy,10,10,0,6,"Mar 14, 2019, 8:26:46 PM",1,10.131.2.1
52211,443,tcp_ip,United States,R1,31410,4002,Firewall Permit,Session was allowed by policy,10,10,0,6,"Mar 14, 2019, 8:26:51 PM",1,10.129.2.1
52210,443,tcp_ip,United States,R1,31410,4002,Firewall Permit,Session was allowed by policy,10,10,0,6,"Mar 14, 2019, 8:26:46 PM",1,10.129.2.1
51983,443,tcp_ip,United States,R1,31410,4002,Firewall Permit,Session was allowed by policy,10,10,0,6,"Mar 14, 2019, 8:26:54 PM",1,10.131.2.1
51611,443,tcp_ip,United States,R1,31410,4002,Firewall Permit,Session was allowed by policy,10,10,0,6,"Mar 14, 2019, 8:26:45 PM",1,10.131.2.1
51476,443,tcp_ip,United States,R1,507,4002,Firewall Permit,Session was allowed by policy,10,10,0,6,"Mar 14, 2019, 8:26:51 PM",1,10.131.2.1
51414,443,tcp_ip,United States,R1,31410,4002,Firewall Permit,Session was allowed by policy,10,10,0,6,"Mar 14, 2019, 8:26:54 PM",1,10.131.2.1
51278,443,tcp_ip,United States,R1,31410,4002,Firewall Permit,Session was allowed by policy,10,10,0,6,"Mar 14, 2019, 8:26:45 PM",1,10.131.2.1
51103,53,udp_ip,United States,R1,507,4002,Firewall Permit,Session was allowed by policy,10,10,0,6,"Mar 14, 2019, 8:26:54 PM",1,10.131.2.1
50945,53,udp_ip,United States,R1,31410,4002,Firewall Permit,Session was allowed by policy,10,10,0,6,"Mar 14, 2019, 8:26:51 PM",1,10.131.2.1
50937,443,tcp_ip,United States,R1,31410,4002,Firewall Permit,Session was allowed by policy,10,10,0,6,"Mar 14, 2019, 8:26:54 PM",1,10.131.2.1
50936,443,tcp_ip,United States,R1,507,4002,Firewall Permit,Session was allowed by policy,10,10,0,6,"Mar 14, 2019, 8:26:48 PM",1,10.131.2.1
50928,443,tcp_ip,United States,R1,507,4002,Firewall Permit,Session was allowed by policy,10,10,0,6,"Mar 14, 2019, 8:26:48 PM",1,10.131.2.1
50925,443,tcp_ip,United States,R1,507,4002,Firewall Permit,Session was allowed by policy,10,10,0,6,"Mar 14, 2019, 8:26:47 PM",1,10.131.2.1
50570,443,tcp_ip,United States,R1,31410,4002,Firewall Permit,Session was allowed by policy,10,10,0,6,"Mar 14, 2019, 8:26:52 PM",1,10.131.2.1
50569,443,tcp_ip,United States,R1,31410,4002,Firewall Permit,Session was allowed by policy,10,10,0,6,"Mar 14, 2019, 8:26:52 PM",1,10.131.2.1
50568,443,tcp_ip,United States,R1,31410,4002,Firewall Permit,Session was allowed by policy,10,10,0,6,"Mar 14, 2019, 8:26:51 PM",1,10.131.0.1
50567,443,tcp_ip,United States,R1,31410,4002,Firewall Permit,Session was allowed by policy,10,10,0,6,"Mar 14, 2019, 8:26:51 PM",1,10.131.0.1
50367,5671,tcp_ip,United States,R1,31410,4002,Firewall Permit,Session was allowed by policy,10,10,0,6,"Mar 14, 2019, 8:26:50 PM",1,10.131.2.1
50315,443,tcp_ip,United States,R1,31410,4002,Firewall Permit,Session was allowed by policy,10,10,0,6,"Mar 14, 2019, 8:26:55 PM",1,10.131.2.1
50314,443,tcp_ip,United States,R1,31410,4002,Firewall Permit,Session was allowed by policy,10,10,0,6,"Mar 14, 2019, 8:26:49 PM",1,10.131.2.1
49858,443,tcp_ip,United States,R1,31410,4002,Firewall Permit,Session was allowed by policy,10,10,0,6,"Mar 14, 2019, 8:26:45 PM",1,10.131.0.1
49857,443,tcp_ip,United States,R1,31410,4002,Firewall Permit,Session was allowed by policy,10,10,0,6,"Mar 14, 2019, 8:26:45 PM",1,10.131.0.1
49795,80,tcp_ip,United States,R1,31410,4002,Firewall Permit,Session was allowed by policy,10,10,0,6,"Mar 14, 2019, 8:26:53 PM",1,10.131.0.1
49794,80,tcp_ip,United States,R1,31410,4002,Firewall Permit,Session was allowed by policy,10,10,0,6,"Mar 14, 2019, 8:26:53 PM",1,10.131.2.1
49785,80,tcp_ip,United States,R1,31410,4002,Firewall Permit,Session was allowed by policy,10,10,0,6,"Mar 14, 2019, 8:26:51 PM",1,10.130.2.1
49777,443,tcp_ip,United States,R1,507,4002,Firewall Permit,Session was allowed by policy,10,10,0,6,"Mar 14, 2019, 8:26:55 PM",1,10.131.2.1
49686,443,tcp_ip,United States,R1,31410,4002,Firewall Permit,Session was allowed by policy,10,10,0,6,"Mar 14, 2019, 8:26:45 PM",1,10.131.0.1
49636,443,tcp_ip,United States,R1,31410,4002,Firewall Permit,Session was allowed by policy,10,10,0,6,"Mar 14, 2019, 8:26:45 PM",1,10.130.2.1
49520,443,tcp_ip,United States,R1,507,4002,Firewall Permit,Session was allowed by policy,10,10,0,6,"Mar 14, 2019, 8:26:46 PM",1,10.131.2.1
49486,443,tcp_ip,United States,R1,31410,4002,Firewall Permit,Session was allowed by policy,10,10,0,6,"Mar 14, 2019, 8:26:54 PM",1,10.130.2.1
49481,443,tcp_ip,United States,R1,31410,4002,Firewall Permit,Session was allowed by policy,10,10,0,6,"Mar 14, 2019, 8:26:54 PM",1,10.131.2.1
49473,443,tcp_ip,United States,R1,31410,4002,Firewall Permit,Session was allowed by policy,10,10,0,6,"Mar 14, 2019, 8:26:45 PM",1,10.131.0.1
49462,443,tcp_ip,United States,R1,507,4002,Firewall Permit,Session was allowed by policy,10,10,0,6,"Mar 14, 2019, 8:26:54 PM",1,10.131.2.1
49461,443,tcp_ip,United States,R1,507,4002,Firewall Permit,Session was allowed by policy,10,10,0,6,"Mar 14, 2019, 8:26:54 PM",1,10.131.2.1
49282,443,tcp_ip,United States,R1,31410,4002,Firewall Permit,Session was allowed by policy,10,10,0,6,"Mar 14, 2019, 8:26:54 PM",1,10.129.2.1
48354,443,tcp_ip,United States,R1,31410,4002,Firewall Permit,Session was allowed by policy,10,10,0,6,"Mar 14, 2019, 8:26:51 PM",1,10.131.0.1
48210,80,tcp_ip,United States,R1,507,4002,Firewall Permit,Session was allowed by policy,10,10,0,6,"Mar 14, 2019, 8:26:45 PM",1,10.128.2.1
46842,80,tcp_ip,United States,R1,31410,4002,Firewall Permit,Session was allowed by policy,10,10,0,6,"Mar 14, 2019, 8:26:51 PM",1,10.129.2.1
45337,443,tcp_ip,United States,R1,31410,4002,Firewall Permit,Session was allowed by policy,10,10,0,6,"Mar 14, 2019, 8:26:45 PM",1,10.131.2.1
44426,53,udp_ip,United States,R1,31410,4002,Firewall Permit,Session was allowed by policy,10,10,0,6,"Mar 14, 2019, 8:26:45 PM",1,10.131.2.1
43767,53,udp_ip,United States,R1,31410,4002,Firewall Permit,Session was allowed by policy,10,10,0,6,"Mar 14, 2019, 8:26:48 PM",1,10.129.2.1
42957,53,udp_ip,United States,R1,31410,4002,Firewall Permit,Session was allowed by policy,10,10,0,6,"Mar 14, 2019, 8:26:52 PM",1,10.128.2.1
42136,53,udp_ip,United States,R1,31410,4002,Firewall Permit,Session was allowed by policy,10,10,0,6,"Mar 14, 2019, 8:26:48 PM",1,10.131.2.1
41154,53,udp_ip,United States,R1,31410,4002,Firewall Permit,Session was allowed by policy,10,10,0,6,"Mar 14, 2019, 8:26:54 PM",1,10.131.0.1
36310,443,tcp_ip,United States,R1,31410,4002,Firewall Permit,Session was allowed by policy,10,10,0,6,"Mar 14, 2019, 8:26:54 PM",1,10.131.2.1
36308,443,tcp_ip,United States,R1,31410,4002,Firewall Permit,Session was allowed by policy,10,10,0,6,"Mar 14, 2019, 8:26:54 PM",1,10.129.2.1
36306,443,tcp_ip,United States,R1,31410,4002,Firewall Permit,Session was allowed by policy,10,10,0,6,"Mar 14, 2019, 8:26:54 PM",1,10.131.2.1
36023,53,udp_ip,United States,R1,31410,4002,Firewall Permit,Session was allowed by policy,10,10,0,6,"Mar 14, 2019, 8:26:48 PM",1,10.131.0.1
31060,443,tcp_ip,United States,R1,31410,4002,Firewall Permit,Session was allowed by policy,10,10,0,6,"Mar 14, 2019, 8:26:45 PM",1,10.129.2.1
30675,443,tcp_ip,United States,R1,31410,4002,Firewall Permit,Session was allowed by policy,10,10,0,6,"Mar 14, 2019, 8:26:48 PM",1,10.131.2.1
24776,53,udp_ip,United States,R1,31410,4002,Firewall Permit,Session was allowed by policy,10,10,0,6,"Mar 14, 2019, 8:26:49 PM",1,10.131.0.1
24230,443,tcp_ip,United States,R1,31410,4002,Firewall Permit,Session was allowed by policy,10,10,0,6,"Mar 14, 2019, 8:26:45 PM",1,10.131.0.1
22435,443,tcp_ip,United States,R1,31410,4002,Firewall Permit,Session was allowed by policy,10,10,0,6,"Mar 14, 2019, 8:26:54 PM",1,10.131.2.1
21058,53,udp_ip,United States,R1,31410,4002,Firewall Permit,Session was allowed by policy,10,10,0,6,"Mar 14, 2019, 8:26:49 PM",1,10.131.0.1
16421,53,udp_ip,United States,R1,31410,4002,Firewall Permit,Session was allowed by policy,10,10,0,6,"Mar 14, 2019, 8:26:46 PM",1,10.128.2.1
13599,443,tcp_ip,United States,R1,32415,4002,Firewall Permit,Session was allowed by policy,10,10,0,6,"Mar 14, 2019, 7:26:48 PM",1,10.128.2.1
13097,53,udp_ip,United States,R1,31410,4002,Firewall Permit,Session was allowed by policy,10,10,0,6,"Mar 14, 2019, 8:26:49 PM",1,10.131.0.1
11641,53,udp_ip,United States,R1,31410,4002,Firewall Permit,Session was allowed by policy,10,10,0,6,"Mar 14, 2019, 8:26:54 PM",1,10.130.2.1
9900,53,udp_ip,United States,R1,31410,4002,Firewall Permit,Session was allowed by policy,10,10,0,6,"Mar 14, 2019, 8:26:49 PM",1,10.130.2.1
9604,53,udp_ip,United States,R1,31410,4002,Firewall Permit,Session was allowed by policy,10,10,0,6,"Mar 14, 2019, 8:26:53 PM",1,10.128.2.1
7431,53,udp_ip,United States,R1,31410,4002,Firewall Permit,Session was allowed by policy,10,10,0,6,"Mar 14, 2019, 8:26:55 PM",1,10.128.2.1
2306,443,tcp_ip,United States,R1,31410,4002,Firewall Permit,Session was allowed by policy,10,10,0,6,"Mar 14, 2019, 8:26:54 PM",1,10.128.2.1
2303,443,tcp_ip,United States,R1,31410,4002,Firewall Permit,Session was allowed by policy,10,10,0,6,"Mar 14, 2019, 8:26:54 PM",1,10.131.0.1
123,123,udp_ip,United States,R1,507,4002,Firewall Permit,Session was allowed by policy,10,10,0,6,"Mar 14, 2019, 8:26:58 PM",1,10.131.0.1
123,123,udp_ip,United States,R1,507,4002,Firewall Permit,Session was allowed by policy,10,10,0,6,"Mar 14, 2019, 8:26:55 PM",1,10.129.2.1
123,123,udp_ip,United States,R1,31410,4002,Firewall Permit,Session was allowed by policy,10,10,0,6,"Mar 14, 2019, 8:26:51 PM",1,10.129.2.1
123,123,udp_ip,United States,R1,31410,4002,Firewall Permit,Session was allowed by policy,10,10,0,6,"Mar 14, 2019, 8:26:51 PM",1,10.131.0.1
123,123,udp_ip,United States,R1,30096,4002,Firewall Permit,Session was allowed by policy,10,10,0,6,"Mar 14, 2019, 8:26:47 PM",1,10.130.2.1
123,123,udp_ip,United States,R1,31410,4002,Firewall Permit,Session was allowed by policy,10,10,0,6,"Mar 14, 2019, 8:26:46 PM",1,10.130.2.1
38420,37698,tcp_ip,United States,R1,31410,4002,Firewall Permit,Session was allowed by policy,10,10,0,6,"Mar 14, 2019, 8:26:53 PM",1,10.131.2.1
0,0,icmp_ip,United States,R1,31410,4002,Firewall Permit,Session was allowed by policy,10,10,0,6,"Mar 14, 2019, 8:26:47 PM",1,10.131.0.1
59092,443,tcp_ip,Singapore,R4,507,4002,Firewall Permit,Session was allowed by policy,10,10,0,6,"Mar 14, 2019, 8:26:52 PM",1,10.129.2.1
59091,443,tcp_ip,Singapore,R4,507,4002,Firewall Permit,Session was allowed by policy,10,10,0,6,"Mar 14, 2019, 8:26:52 PM",1,10.131.0.1
58088,443,tcp_ip,Singapore,R4,31410,4002,Firewall Permit,Session was allowed by policy,10,10,0,6,"Mar 14, 2019, 8:26:52 PM",1,10.131.0.1
60457,443,tcp_ip,5,R5,31410,4002,Firewall Permit,Session was allowed by policy,10,10,0,6,"Mar 14, 2019, 8:26:54 PM",1,10.129.2.1
59128,443,tcp_ip,5,R5,507,4002,Firewall Permit,Session was allowed by policy,10,10,0,6,"Mar 14, 2019, 8:26:52 PM",1,10.128.2.1
64534,443,tcp_ip,Europe,R3,31410,4002,Firewall Permit,Session was allowed by policy,10,10,0,6,"Mar 14, 2019, 8:26:55 PM",1,10.128.2.1
59975,53,udp_ip,Europe,R3,31410,4002,Firewall Permit,Session was allowed by policy,10,10,0,6,"Mar 14, 2019, 8:26:47 PM",1,10.131.0.1
58662,53,udp_ip,Europe,R3,31410,4002,Firewall Permit,Session was allowed by policy,10,10,0,6,"Mar 14, 2019, 8:26:47 PM",1,10.131.0.1
58473,53,udp_ip,Europe,R3,31410,4002,Firewall Permit,Session was allowed by policy,10,10,0,6,"Mar 14, 2019, 8:26:47 PM",1,10.131.0.1
58301,53,udp_ip,Europe,R3,31410,4002,Firewall Permit,Session was allowed by policy,10,10,0,6,"Mar 14, 2019, 8:26:48 PM",1,10.129.2.1
59248,443,tcp_ip,Canada,R2,31410,4002,Firewall Permit,Session was allowed by policy,10,10,0,6,"Mar 14, 2019, 8:26:45 PM",1,10.129.2.1
57779,80,tcp_ip,Canada,R2,507,4002,Firewall Permit,Session was allowed by policy,10,10,0,6,"Mar 14, 2019, 8:26:46 PM",1,10.131.2.1
55841,53,udp_ip,,,31410,4002,Firewall Permit,Session was allowed by policy,10,10,0,6,"Mar 14, 2019, 8:26:55 PM",10,10.130.2.1
60137,53,udp_ip,,,31410,4002,Firewall Permit,Session was allowed by policy,10,10,0,6,"Mar 14, 2019, 8:26:50 PM",9,10.130.2.1
51473,53,udp_ip,,,31410,4002,Firewall Permit,Session was allowed by policy,10,10,0,6,"Mar 14, 2019, 8:26:51 PM",6,10.131.2.1
60137,53,udp_ip,,,31410,4002,Firewall Permit,Session was allowed by policy,10,10,0,6,"Mar 14, 2019, 8:26:50 PM",5,10.131.0.1
55294,53,udp_ip,,,31410,4002,Firewall Permit,Session was allowed by policy,10,10,0,6,"Mar 14, 2019, 8:26:47 PM",3,10.131.0.1
65483,514,udp_ip,,,31410,4002,Firewall Permit,Session was allowed by policy,10,10,0,6,"Mar 14, 2019, 8:26:46 PM",1,10.129.2.1
64991,8413,tcp_ip,,,31410,4002,Firewall Permit,Session was allowed by policy,10,10,0,6,"Mar 14, 2019, 8:26:45 PM",1,10.128.2.1
64804,8413,tcp_ip,,,31410,4002,Firewall Permit,Session was allowed by policy,10,10,0,6,"Mar 14, 2019, 8:26:45 PM",1,10.131.0.1
64750,8413,tcp_ip,,,31410,4002,Firewall Permit,Session was allowed by policy,10,10,0,6,"Mar 14, 2019, 8:26:45 PM",1,10.131.0.1
64577,53,udp_ip,,,31410,4002,Firewall Permit,Session was allowed by policy,10,10,0,6,"Mar 14, 2019, 8:26:47 PM",1,10.129.2.1
64521,53,udp_ip,,,31410,4002,Firewall Permit,Session was allowed by policy,10,10,0,6,"Mar 14, 2019, 8:26:47 PM",1,10.129.2.1
64469,514,udp_ip,,,31410,4002,Firewall Permit,Session was allowed by policy,10,10,0,6,"Mar 14, 2019, 8:26:45 PM",1,10.130.2.1
64461,53,udp_ip,,,31410,4002,Firewall Permit,Session was allowed by policy,10,10,0,6,"Mar 14, 2019, 8:26:46 PM",1,10.131.0.1
64013,53,udp_ip,,,31410,4002,Firewall Permit,Session was allowed by policy,10,10,0,6,"Mar 14, 2019, 8:26:55 PM",1,10.131.0.1
63911,514,udp_ip,,,31410,4002,Firewall Permit,Session was allowed by policy,10,10,0,6,"Mar 14, 2019, 8:26:51 PM",1,10.131.0.1
63856,53,udp_ip,,,31410,4002,Firewall Permit,Session was allowed by policy,10,10,0,6,"Mar 14, 2019, 8:26:51 PM",1,10.131.2.1
63845,53,udp_ip,,,31410,4002,Firewall Permit,Session was allowed by policy,10,10,0,6,"Mar 14, 2019, 8:26:50 PM",1,10.130.2.1
63561,53,udp_ip,,,31410,4002,Firewall Permit,Session was allowed by policy,10,10,0,6,"Mar 14, 2019, 8:26:46 PM",1,10.130.2.1
63475,8413,tcp_ip,,,31410,4002,Firewall Permit,Session was allowed by policy,10,10,0,6,"Mar 14, 2019, 8:26:45 PM",1,10.131.2.1
63433,53,udp_ip,,,31410,4002,Firewall Permit,Session was allowed by policy,10,10,0,6,"Mar 14, 2019, 8:26:46 PM",1,10.129.2.1
63124,53,udp_ip,,,31410,4002,Firewall Permit,Session was allowed by policy,10,10,0,6,"Mar 14, 2019, 8:26:45 PM",1,10.130.2.1
62938,53,udp_ip,,,31410,4002,Firewall Permit,Session was allowed by policy,10,10,0,6,"Mar 14, 2019, 8:26:51 PM",1,10.131.0.1
62802,53,udp_ip,,,31410,4002,Firewall Permit,Session was allowed by policy,10,10,0,6,"Mar 14, 2019, 8:26:49 PM",1,10.129.2.1
62546,53,udp_ip,,,31410,4002,Firewall Permit,Session was allowed by policy,10,10,0,6,"Mar 14, 2019, 8:26:55 PM",1,10.129.2.1
62529,53,udp_ip,,,31410,4002,Firewall Permit,Session was allowed by policy,10,10,0,6,"Mar 14, 2019, 8:26:50 PM",1,10.131.2.1
62433,514,udp_ip,,,31410,4002,Firewall Permit,Session was allowed by policy,10,10,0,6,"Mar 14, 2019, 8:26:47 PM",1,10.130.2.1
62399,53,udp_ip,,,31410,4002,Firewall Permit,Session was allowed by policy,10,10,0,6,"Mar 14, 2019, 8:26:51 PM",1,10.129.2.1
62364,53,udp_ip,,,31410,4002,Firewall Permit,Session was allowed by policy,10,10,0,6,"Mar 14, 2019, 8:26:55 PM",1,10.129.2.1
62350,8413,tcp_ip,,,31410,4002,Firewall Permit,Session was allowed by policy,10,10,0,6,"Mar 14, 2019, 8:26:45 PM",1,10.129.2.1
62306,53,udp_ip,,,31410,4002,Firewall Permit,Session was allowed by policy,10,10,0,6,"Mar 14, 2019, 8:26:48 PM",1,10.131.2.1
62153,53,udp_ip,,,31410,4002,Firewall Permit,Session was allowed by policy,10,10,0,6,"Mar 14, 2019, 8:26:53 PM",1,10.130.2.1
62153,53,udp_ip,,,31410,4002,Firewall Permit,Session was allowed by policy,10,10,0,6,"Mar 14, 2019, 8:26:53 PM",1,10.129.2.1
62148,53,udp_ip,,,31410,4002,Firewall Permit,Session was allowed by policy,10,10,0,6,"Mar 14, 2019, 8:26:53 PM",1,10.131.2.1
62127,53,udp_ip,,,31410,4002,Firewall Permit,Session was allowed by policy,10,10,0,6,"Mar 14, 2019, 8:26:48 PM",1,10.131.2.1
61960,53,udp_ip,,,31410,4002,Firewall Permit,Session was allowed by policy,10,10,0,6,"Mar 14, 2019, 8:26:50 PM",1,10.129.2.1
61419,53,udp_ip,,,31410,4002,Firewall Permit,Session was allowed by policy,10,10,0,6,"Mar 14, 2019, 8:26:45 PM",1,10.130.2.1
61267,53,udp_ip,,,31410,4002,Firewall Permit,Session was allowed by policy,10,10,0,6,"Mar 14, 2019, 8:26:47 PM",1,10.129.2.1
61267,53,udp_ip,,,31410,4002,Firewall Permit,Session was allowed by policy,10,10,0,6,"Mar 14, 2019, 8:26:46 PM",1,10.129.2.1
61063,514,udp_ip,,,31410,4002,Firewall Permit,Session was allowed by policy,10,10,0,6,"Mar 14, 2019, 8:26:45 PM",1,10.129.2.1
60992,8413,tcp_ip,,,31410,4002,Firewall Permit,Session was allowed by policy,10,10,0,6,"Mar 14, 2019, 8:26:45 PM",1,10.130.2.1
60985,8413,tcp_ip,,,31410,4002,Firewall Permit,Session was allowed by policy,10,10,0,6,"Mar 14, 2019, 8:26:45 PM",1,10.130.2.1
60922,514,udp_ip,,,31410,4002,Firewall Permit,Session was allowed by policy,10,10,0,6,"Mar 14, 2019, 8:26:53 PM",1,10.130.2.1
60755,53,udp_ip,,,31410,4002,Firewall Permit,Session was allowed by policy,10,10,0,6,"Mar 14, 2019, 8:26:46 PM",1,10.130.2.1
60687,53,udp_ip,,,31410,4002,Firewall Permit,Session was allowed by policy,10,10,0,6,"Mar 14, 2019, 8:26:49 PM",1,10.130.2.1
60602,53,udp_ip,,,31410,4002,Firewall Permit,Session was allowed by policy,10,10,0,6,"Mar 14, 2019, 8:26:53 PM",1,10.131.2.1
60597,53,udp_ip,,,31410,4002,Firewall Permit,Session was allowed by policy,10,10,0,6,"Mar 14, 2019, 8:26:45 PM",1,10.131.2.1
60597,53,udp_ip,,,31410,4002,Firewall Permit,Session was allowed by policy,10,10,0,6,"Mar 14, 2019, 8:26:45 PM",1,10.131.2.1
